"path";"hash";"size (mb)"
"C:\Program Files\Git\usr\share\licenses\gcc-libs\RUNTIME.LIBRARY.EXCEPTION";"9D6B43CE4D8DE0C878BF16B54D8E7A10D9BD42B75178153E3AF6A815BDC90F74";"0"
"C:\Program Files\Git\mingw64\share\licenses\gcc-libs\COPYING3";"8CEB4B9EE5ADEDDE47B31E975C1D90C73AD27B6B165A1DCD80C7C545EB65B903";"0"
"C:\Program Files\Git\mingw64\share\licenses\libiconv\COPYING";"8CEB4B9EE5ADEDDE47B31E975C1D90C73AD27B6B165A1DCD80C7C545EB65B903";"0"
"C:\Program Files\Git\mingw64\share\licenses\libtasn1\COPYING";"8CEB4B9EE5ADEDDE47B31E975C1D90C73AD27B6B165A1DCD80C7C545EB65B903";"0"
"C:\Program Files\Git\mingw64\share\licenses\libunistring\LICENSE";"8CEB4B9EE5ADEDDE47B31E975C1D90C73AD27B6B165A1DCD80C7C545EB65B903";"0"
"C:\Program Files\Git\mingw64\share\licenses\xz\COPYING.GPLv3";"8CEB4B9EE5ADEDDE47B31E975C1D90C73AD27B6B165A1DCD80C7C545EB65B903";"0"
"C:\Program Files\Git\mingw64\share\licenses\gettext\gettext-runtime\intl\COPYING.LIB";"3FE5361F24B7C49BA12911C08F5A33F9CB18871D95D9FB881F5B8A4793E04288";"0"
"C:\Program Files\Git\mingw64\share\licenses\gettext\gettext-runtime\libasprintf\COPYING.LIB";"3FE5361F24B7C49BA12911C08F5A33F9CB18871D95D9FB881F5B8A4793E04288";"0"
"C:\Program Files\Git\mingw64\share\licenses\gettext\gettext-tools\gnulib-lib\libxml\COPYING";"C5C63674F8A83C4D2E385D96D1C670A03CB871BA2927755467017317878574BD";"0"
"C:\Program Files\Git\mingw64\share\licenses\gettext\gnulib-local\lib\libxml\COPYING";"C5C63674F8A83C4D2E385D96D1C670A03CB871BA2927755467017317878574BD";"0"
"C:\Program Files\Git\mingw64\share\licenses\libxml2\COPYING";"C5C63674F8A83C4D2E385D96D1C670A03CB871BA2927755467017317878574BD";"0"
"C:\Program Files\Git\usr\share\licenses\libxml2\COPYING";"C5C63674F8A83C4D2E385D96D1C670A03CB871BA2927755467017317878574BD";"0"
"C:\Program Files\Git\mingw64\share\licenses\libffi\LICENSE";"DEAF3A42EFFB551A5B140FA9AFEFED183A27F1341C6D1BF430D106A5E6931FC0";"0"
"C:\Program Files\Git\usr\share\licenses\libffi\LICENSE";"DEAF3A42EFFB551A5B140FA9AFEFED183A27F1341C6D1BF430D106A5E6931FC0";"0"
"C:\Program Files\Git\mingw64\share\licenses\libiconv\COPYING.LIB";"56BDEA73B6145EF6AC5259B3DA390B981D840C24CB03B8E1CBC678DE7ECFA18D";"0"
"C:\Program Files\Git\mingw64\share\licenses\libiconv\libcharset\COPYING.LIB";"56BDEA73B6145EF6AC5259B3DA390B981D840C24CB03B8E1CBC678DE7ECFA18D";"0"
"C:\Program Files\Git\mingw64\share\licenses\libssh2\LICENSE";"859E60D760A3446ECAF777339F1EEF98C527AEA40714384D24B882A83FFDD23A";"0"
"C:\Program Files\Git\usr\share\licenses\libssh2\LICENSE";"859E60D760A3446ECAF777339F1EEF98C527AEA40714384D24B882A83FFDD23A";"0"
"C:\Program Files\Git\mingw64\share\licenses\libtasn1\COPYING.LESSER";"DC626520DCD53A22F727AF3EE42C770E56C97A64FE3ADB063799D8AB032FE551";"0"
"C:\Program Files\Git\mingw64\share\licenses\xz\COPYING.LGPLv2.1";"DC626520DCD53A22F727AF3EE42C770E56C97A64FE3ADB063799D8AB032FE551";"0"
"C:\Program Files\Git\mingw64\share\licenses\openssl\LICENSE";"C32913B33252E71190AF2066F08115C69BC9FDDADF3BF29296E20C835389841C";"0"
"C:\Program Files\Git\usr\share\licenses\openssl\LICENSE";"C32913B33252E71190AF2066F08115C69BC9FDDADF3BF29296E20C835389841C";"0"
"C:\Program Files\Git\mingw64\share\licenses\zlib\LICENSE";"B8DC97EC24FAF95F0F30BF2AB721DBDC30B32DE1AA4A2A5853E56551C59D6F04";"0"
"C:\Program Files\Git\usr\share\licenses\zlib\LICENSE";"B8DC97EC24FAF95F0F30BF2AB721DBDC30B32DE1AA4A2A5853E56551C59D6F04";"0"
"C:\Program Files\Git\usr\lib\terminfo\73\screen-16color";"ABC0409E244D7E13BA83B00A2BFF529401ACE2F0FF5A221443D574136F62C6A4";"0"
"C:\Program Files\Git\usr\share\terminfo\73\screen-16color";"ABC0409E244D7E13BA83B00A2BFF529401ACE2F0FF5A221443D574136F62C6A4";"0"
"C:\Program Files\Git\mingw64\ssl\ct_log_list.cnf";"F1C1803D13D1D0B755B13B23C28BD4E20E07BAF9F2B744C9337BA5866AA0EC3B";"0"
"C:\Program Files\Git\mingw64\ssl\ct_log_list.cnf.dist";"F1C1803D13D1D0B755B13B23C28BD4E20E07BAF9F2B744C9337BA5866AA0EC3B";"0"
"C:\Program Files\Git\usr\ssl\ct_log_list.cnf";"F1C1803D13D1D0B755B13B23C28BD4E20E07BAF9F2B744C9337BA5866AA0EC3B";"0"
"C:\Program Files\Git\usr\ssl\ct_log_list.cnf.dist";"F1C1803D13D1D0B755B13B23C28BD4E20E07BAF9F2B744C9337BA5866AA0EC3B";"0"
"C:\Program Files\Git\mingw64\ssl\openssl.cnf";"F10BA64917B4458FAFC1E078C2EB9E6A7602E68FC98C2E9E6DF5E1636AE27D6B";"0"
"C:\Program Files\Git\mingw64\ssl\openssl.cnf.dist";"F10BA64917B4458FAFC1E078C2EB9E6A7602E68FC98C2E9E6DF5E1636AE27D6B";"0"
"C:\Program Files\Git\usr\ssl\openssl.cnf";"3DBFD1DF3306507ACD2A16954DB1A39CEB6670F22BD92499F67C1327AD423EE9";"0"
"C:\Program Files\Git\usr\ssl\openssl.cnf.dist";"3DBFD1DF3306507ACD2A16954DB1A39CEB6670F22BD92499F67C1327AD423EE9";"0"
"C:\Program Files\Git\usr\bin\awk.exe";"6DAD72258006DC40A68C8C4B3841387198071CB833E843E01BCFA7FED72A0766";"0,07"
"C:\Program Files\Git\usr\bin\gawk-5.0.0.exe";"6DAD72258006DC40A68C8C4B3841387198071CB833E843E01BCFA7FED72A0766";"0,07"
"C:\Program Files\Git\usr\bin\gawk.exe";"6DAD72258006DC40A68C8C4B3841387198071CB833E843E01BCFA7FED72A0766";"0,07"
"C:\Program Files\Git\usr\bin\bash.exe";"7DF973C7B654B9EB73B4C511AB6A7FB5E5C41B53CCFA13BFF77FC7DD9B57B786";"0,25"
"C:\Program Files\Git\usr\bin\sh.exe";"7DF973C7B654B9EB73B4C511AB6A7FB5E5C41B53CCFA13BFF77FC7DD9B57B786";"0,25"
"C:\Program Files\Git\usr\bin\bunzip2.exe";"89460FF5EA6A97BBF31612910E08EFDC8117F25B30CE080D3223140D3F719A6B";"0,01"
"C:\Program Files\Git\usr\bin\bzcat.exe";"89460FF5EA6A97BBF31612910E08EFDC8117F25B30CE080D3223140D3F719A6B";"0,01"
"C:\Program Files\Git\usr\bin\bzip2.exe";"89460FF5EA6A97BBF31612910E08EFDC8117F25B30CE080D3223140D3F719A6B";"0,01"
"C:\Program Files\JetBrains\PowerShellEditorServices\bin\Common\Microsoft.Extensions.FileSystemGlobbing.dll";"B7F326B738002EE3E9CEE6E412D9F6A7550C8292B9EDB05291EB0CD85EC5D26D";"0,01"
"C:\Program Files\JetBrains\PowerShellEditorServices\PowerShellEditorServices\bin\Common\Microsoft.Extensions.FileSystemGlobbing.dll";"B7F326B738002EE3E9CEE6E412D9F6A7550C8292B9EDB05291EB0CD85EC5D26D";"0,01"
"C:\Program Files\Git\usr\bin\d2u.exe";"34863DC224918929DF8ECDFEAC44C2D73FDD49763E63796B55740E565C48B156";"0,01"
"C:\Program Files\Git\usr\bin\dos2unix.exe";"34863DC224918929DF8ECDFEAC44C2D73FDD49763E63796B55740E565C48B156";"0,01"
"C:\Program Files\Git\usr\bin\mac2unix.exe";"34863DC224918929DF8ECDFEAC44C2D73FDD49763E63796B55740E565C48B156";"0,01"
"C:\Program Files\Git\usr\bin\u2d.exe";"F3337BFF2573DBE5807849AD07BAB1233ED1D773645C167309B038FB8EFA923C";"0,01"
"C:\Program Files\Git\usr\bin\unix2dos.exe";"F3337BFF2573DBE5807849AD07BAB1233ED1D773645C167309B038FB8EFA923C";"0,01"
"C:\Program Files\Git\usr\bin\unix2mac.exe";"F3337BFF2573DBE5807849AD07BAB1233ED1D773645C167309B038FB8EFA923C";"0,01"
"C:\Program Files\Git\usr\bin\gunzip";"C75EB9DCB63D026047FE6BFCEB5689BD0BDA0D9638B6FF9D2393672C42698E44";"0"
"C:\Program Files\Git\usr\bin\uncompress";"C75EB9DCB63D026047FE6BFCEB5689BD0BDA0D9638B6FF9D2393672C42698E44";"0"
"C:\Program Files\Git\usr\bin\msys-perl5_34.dll";"2DA7DA1B913372FDF18833B139873E1B5504E47A64ECE68788F686B0A4DB32A6";"0,41"
"C:\Program Files\Git\usr\lib\perl5\core_perl\CORE\msys-perl5_34.dll";"2DA7DA1B913372FDF18833B139873E1B5504E47A64ECE68788F686B0A4DB32A6";"0,41"
"C:\Program Files\Git\usr\bin\nano.exe";"9A21C6CA6CE406B1D10E41295FBC01E298B2DE2BF8580F238A31E3AB8B4536DD";"0,04"
"C:\Program Files\Git\usr\bin\rnano.exe";"9A21C6CA6CE406B1D10E41295FBC01E298B2DE2BF8580F238A31E3AB8B4536DD";"0,04"
"C:\Program Files\Git\usr\bin\perl.exe";"5B14C68619A9A9C5C3CFF361C67D83F81F37024EC378AA31D67EBB966767BC3B";"0"
"C:\Program Files\Git\usr\bin\perl5.34.0.exe";"5B14C68619A9A9C5C3CFF361C67D83F81F37024EC378AA31D67EBB966767BC3B";"0"
"C:\Program Files\Git\usr\bin\pinentry-w32.exe";"41F3454A48BC3CAA68C23BB0675BE522EE9F445963B3F7FCAF29895B06700BB7";"0,01"
"C:\Program Files\Git\usr\bin\pinentry.exe";"41F3454A48BC3CAA68C23BB0675BE522EE9F445963B3F7FCAF29895B06700BB7";"0,01"
"C:\Program Files\Git\usr\bin\reset.exe";"A86B83EE9F4D51A2B6F5326B79975CD81AF3C4FC922A2520A2104C43388D3CEF";"0"
"C:\Program Files\Git\usr\bin\tset.exe";"A86B83EE9F4D51A2B6F5326B79975CD81AF3C4FC922A2520A2104C43388D3CEF";"0"
"C:\Program Files\Git\usr\bin\rview.exe";"F9812734BAEFBF44337DD8608C028BBC0979CA10E374EDC2EC084CA6E0EC5552";"0,4"
"C:\Program Files\Git\usr\bin\rvim.exe";"F9812734BAEFBF44337DD8608C028BBC0979CA10E374EDC2EC084CA6E0EC5552";"0,4"
"C:\Program Files\Git\usr\bin\view.exe";"F9812734BAEFBF44337DD8608C028BBC0979CA10E374EDC2EC084CA6E0EC5552";"0,4"
"C:\Program Files\Git\usr\bin\vim.exe";"F9812734BAEFBF44337DD8608C028BBC0979CA10E374EDC2EC084CA6E0EC5552";"0,4"
"C:\Program Files\Git\usr\bin\vimdiff.exe";"F9812734BAEFBF44337DD8608C028BBC0979CA10E374EDC2EC084CA6E0EC5552";"0,4"
"C:\Program Files\Git\usr\bin\unzip.exe";"79FF15EC1433D37A622696805785D1A39582F63B6AC886A566087D5EBB31D819";"0,02"
"C:\Program Files\Git\usr\bin\zipinfo.exe";"79FF15EC1433D37A622696805785D1A39582F63B6AC886A566087D5EBB31D819";"0,02"
"C:\Program Files\Git\usr\bin\update-ca-trust";"F411CB774DA977D3BF6647F53030CB0D584FEA09591CEC8B6FCC3065F7652C98";"0"
"C:\Program Files\Git\usr\lib\p11-kit\p11-kit-extract-trust";"F411CB774DA977D3BF6647F53030CB0D584FEA09591CEC8B6FCC3065F7652C98";"0"
"C:\Program Files\Git\usr\lib\terminfo\73\screen-bce.linux";"7482A939A11BBC9AEAB822EDD33F77AF61F495CE146E2542B0507E14849EC6AF";"0"
"C:\Program Files\Git\usr\share\terminfo\73\screen-bce.linux";"7482A939A11BBC9AEAB822EDD33F77AF61F495CE146E2542B0507E14849EC6AF";"0"
"C:\Program Files\Git\usr\bin\core_perl\perlbug";"FC0976B4C6F1EBFAC359799AEC9839E959E1700EC5FB8A2A26557B5BC998F5CE";"0,01"
"C:\Program Files\Git\usr\bin\core_perl\perlthanks";"FC0976B4C6F1EBFAC359799AEC9839E959E1700EC5FB8A2A26557B5BC998F5CE";"0,01"
"C:\Program Files\Git\usr\lib\terminfo\78\xterm+sm+1006";"5090CACA370F1E98CB49925B294105E05EDA0A525107AB20FCE6AAF96328EED5";"0"
"C:\Program Files\Git\usr\share\terminfo\78\xterm+sm+1006";"5090CACA370F1E98CB49925B294105E05EDA0A525107AB20FCE6AAF96328EED5";"0"
"C:\Program Files\Git\usr\share\vim\vim82\lang\menu_english_united_kingdom.1252.vim";"C2017BF8076768F44B01B540E950601E5F0A3C261FD7BB833C4C7F0242B5AD2F";"0"
"C:\Program Files\Git\usr\share\vim\vim82\lang\menu_english_united_kingdom.ascii.vim";"C2017BF8076768F44B01B540E950601E5F0A3C261FD7BB833C4C7F0242B5AD2F";"0"
"C:\Program Files\Microsoft Office\Office15\1049\Mso Example Intl Setup File A.txt";"3E4D91D91659C3F30DBE725AF345254A742F38F41B54E1C7894E82C8433F7F2A";"0"
"C:\Program Files\Microsoft Office\Office15\1049\Mso Example Intl Setup File B.txt";"3E4D91D91659C3F30DBE725AF345254A742F38F41B54E1C7894E82C8433F7F2A";"0"
"C:\Program Files\Git\usr\lib\terminfo\63\cygwin";"3E04BFDCC0764F4E28655701864845752CD3F77D0C52390637EBE588F91665CF";"0"
"C:\Program Files\Git\usr\share\terminfo\63\cygwin";"3E04BFDCC0764F4E28655701864845752CD3F77D0C52390637EBE588F91665CF";"0"
"C:\Program Files\Git\usr\lib\terminfo\73\screen";"40BAF7A01F164EFFEF841501E4957ED4BA3D8578F0C010CECE3AAA7601E09235";"0"
"C:\Program Files\Git\usr\share\terminfo\73\screen";"40BAF7A01F164EFFEF841501E4957ED4BA3D8578F0C010CECE3AAA7601E09235";"0"
"C:\Program Files\Git\usr\lib\terminfo\73\screen+fkeys";"A068F52236610A87F90470C9F67B62A741CC70CB7E37B745C6F140561D447E51";"0"
"C:\Program Files\Git\usr\share\terminfo\73\screen+fkeys";"A068F52236610A87F90470C9F67B62A741CC70CB7E37B745C6F140561D447E51";"0"
"C:\Program Files\Git\usr\lib\terminfo\73\screen+italics";"5A84E4797F5870CD971D1AFB4E6909671637F00CE1379A258BC05E33FFDAFF08";"0"
"C:\Program Files\Git\usr\share\terminfo\73\screen+italics";"5A84E4797F5870CD971D1AFB4E6909671637F00CE1379A258BC05E33FFDAFF08";"0"
"C:\Program Files\Git\usr\lib\terminfo\73\screen-16color-bce";"80620D705EFB49E2BEDF2297B10E48772DAD13398FC7DF851935779519B66C95";"0"
"C:\Program Files\Git\usr\share\terminfo\73\screen-16color-bce";"80620D705EFB49E2BEDF2297B10E48772DAD13398FC7DF851935779519B66C95";"0"
"C:\Program Files\Git\usr\lib\terminfo\73\screen-16color-s";"D5702B1EFA231998142D7482167FCAEAB5CD5EA76E53D5B84D46772EF7B53B7B";"0"
"C:\Program Files\Git\usr\share\terminfo\73\screen-16color-s";"D5702B1EFA231998142D7482167FCAEAB5CD5EA76E53D5B84D46772EF7B53B7B";"0"
"C:\Program Files\Git\usr\lib\terminfo\73\screen-256color";"6BFDF16C3F5D4EB7EA1D2862298C7BBEAB8B09E2B36792B28499477407A2AFC6";"0"
"C:\Program Files\Git\usr\share\terminfo\73\screen-256color";"6BFDF16C3F5D4EB7EA1D2862298C7BBEAB8B09E2B36792B28499477407A2AFC6";"0"
"C:\Program Files\Git\usr\lib\terminfo\73\screen-256color-bce";"435601B70227A49041003AFE61E7BA6EB2CB12E844EEF7839E340960EE565F92";"0"
"C:\Program Files\Git\usr\share\terminfo\73\screen-256color-bce";"435601B70227A49041003AFE61E7BA6EB2CB12E844EEF7839E340960EE565F92";"0"
"C:\Program Files\Git\usr\lib\terminfo\73\screen-256color-bce-s";"012F37F402C55EF47A7463CDD4F18D8144F213237205F2DB152C8E051A701FEF";"0"
"C:\Program Files\Git\usr\share\terminfo\73\screen-256color-bce-s";"012F37F402C55EF47A7463CDD4F18D8144F213237205F2DB152C8E051A701FEF";"0"
"C:\Program Files\Git\usr\lib\terminfo\73\screen-256color-s";"0032FF2CD15E1570BFC1B055F258817F745FD97906A5488BEF2D63AC7AB1F74A";"0"
"C:\Program Files\Git\usr\share\terminfo\73\screen-256color-s";"0032FF2CD15E1570BFC1B055F258817F745FD97906A5488BEF2D63AC7AB1F74A";"0"
"C:\Program Files\Git\usr\lib\terminfo\73\screen-bce.Eterm";"8387762FDC4CAFC48A790EC2FB719BE9920FF621D9EEBC633951C8BF3A0480A3";"0"
"C:\Program Files\Git\usr\share\terminfo\73\screen-bce.Eterm";"8387762FDC4CAFC48A790EC2FB719BE9920FF621D9EEBC633951C8BF3A0480A3";"0"
"C:\Program Files\Git\usr\lib\terminfo\73\screen-bce.gnome";"63D7862C688C1F477C6ED46F959DA90A2174BF66A0BFF88B2FC459404ED8F1B0";"0"
"C:\Program Files\Git\usr\share\terminfo\73\screen-bce.gnome";"63D7862C688C1F477C6ED46F959DA90A2174BF66A0BFF88B2FC459404ED8F1B0";"0"
"C:\Program Files\Git\usr\lib\terminfo\73\screen-bce.mrxvt";"6E46E3AC16C3C22C551D263669A40E85EA667E1718B8389446BC1EA4CDB161CE";"0"
"C:\Program Files\Git\usr\share\terminfo\73\screen-bce.mrxvt";"6E46E3AC16C3C22C551D263669A40E85EA667E1718B8389446BC1EA4CDB161CE";"0"
"C:\Program Files\Git\usr\lib\terminfo\73\screen-bce.xterm-new";"E72B543D3CE33D06F85690CFD06299C299D359BD5F67065A07BCA127D23D942E";"0"
"C:\Program Files\Git\usr\share\terminfo\73\screen-bce.xterm-new";"E72B543D3CE33D06F85690CFD06299C299D359BD5F67065A07BCA127D23D942E";"0"
"C:\Program Files\Git\usr\lib\terminfo\73\screen-s";"C5949608326F43C90966B2A31BBD493B42AB532ADF15579E5362108ED1DF885C";"0"
"C:\Program Files\Git\usr\share\terminfo\73\screen-s";"C5949608326F43C90966B2A31BBD493B42AB532ADF15579E5362108ED1DF885C";"0"
"C:\Program Files\Git\usr\lib\terminfo\73\screen-w";"84C018F22DD49BFE70F6AA3A208BD0554FFDEC152333502B5514CCBD3FCE612B";"0"
"C:\Program Files\Git\usr\share\terminfo\73\screen-w";"84C018F22DD49BFE70F6AA3A208BD0554FFDEC152333502B5514CCBD3FCE612B";"0"
"C:\Program Files\Git\usr\lib\terminfo\73\screen5";"85DB7A02C4F90BBE3846458691159839CBBB2465D5D7ABA418795411C9CC4D46";"0"
"C:\Program Files\Git\usr\share\terminfo\73\screen5";"85DB7A02C4F90BBE3846458691159839CBBB2465D5D7ABA418795411C9CC4D46";"0"
"C:\Program Files\Git\usr\lib\terminfo\73\screen.Eterm";"0CDC69A1A9D76F90782C9033FDACA7867D761DDE7AE2CBD1277D8B1A2E84A859";"0"
"C:\Program Files\Git\usr\share\terminfo\73\screen.Eterm";"0CDC69A1A9D76F90782C9033FDACA7867D761DDE7AE2CBD1277D8B1A2E84A859";"0"
"C:\Program Files\Git\usr\lib\terminfo\73\screen.gnome";"A3EAA12685B0C5DC1C1FD813D9413B35EE0559658B738A7518D5EF82048FDD90";"0"
"C:\Program Files\Git\usr\share\terminfo\73\screen.gnome";"A3EAA12685B0C5DC1C1FD813D9413B35EE0559658B738A7518D5EF82048FDD90";"0"
"C:\Program Files\Git\usr\lib\terminfo\73\screen.konsole";"F938776C748F23B9486EBD973B3810874F9BB865CBE7F0887BB9E12E59CD8CAD";"0"
"C:\Program Files\Git\usr\share\terminfo\73\screen.konsole";"F938776C748F23B9486EBD973B3810874F9BB865CBE7F0887BB9E12E59CD8CAD";"0"
"C:\Program Files\Git\usr\lib\terminfo\73\screen.konsole-256color";"BDA18CE8E94DAD8650695ACA9A8EC3CEFD0B82502B2605C36D74D82B5188798B";"0"
"C:\Program Files\Git\usr\share\terminfo\73\screen.konsole-256color";"BDA18CE8E94DAD8650695ACA9A8EC3CEFD0B82502B2605C36D74D82B5188798B";"0"
"C:\Program Files\Git\usr\lib\terminfo\73\screen.linux";"8CB8887B80D6DB9F9F3C7F010EE78B9F045B0836F1B7613E22254CD83D0A722C";"0"
"C:\Program Files\Git\usr\share\terminfo\73\screen.linux";"8CB8887B80D6DB9F9F3C7F010EE78B9F045B0836F1B7613E22254CD83D0A722C";"0"
"C:\Program Files\Git\usr\lib\terminfo\73\screen.linux-m1";"C5AD4EA16AD1F125F114E541950A6CBA9F513C46CF92777C968281DAF8A9EE0F";"0"
"C:\Program Files\Git\usr\share\terminfo\73\screen.linux-m1";"C5AD4EA16AD1F125F114E541950A6CBA9F513C46CF92777C968281DAF8A9EE0F";"0"
"C:\Program Files\Git\usr\lib\terminfo\73\screen.linux-m1b";"DBAA607D40CF6D62BE13C22D85F9C650AEAD151DE51255010EC74EAF318012CE";"0"
"C:\Program Files\Git\usr\share\terminfo\73\screen.linux-m1b";"DBAA607D40CF6D62BE13C22D85F9C650AEAD151DE51255010EC74EAF318012CE";"0"
"C:\Program Files\Git\usr\lib\terminfo\73\screen.linux-m2";"20BB717AB1142A084FB71EA5C14DB16812AD9D214610C52A1366D65EFC679709";"0"
"C:\Program Files\Git\usr\share\terminfo\73\screen.linux-m2";"20BB717AB1142A084FB71EA5C14DB16812AD9D214610C52A1366D65EFC679709";"0"
"C:\Program Files\Git\usr\lib\terminfo\78\xterm-8bit";"8F918214F9072CB29E3AC47164F445771A6068D5D75E2A43F0C30C2F2FEB33CA";"0"
"C:\Program Files\Git\usr\share\terminfo\78\xterm-8bit";"8F918214F9072CB29E3AC47164F445771A6068D5D75E2A43F0C30C2F2FEB33CA";"0"
"C:\Program Files\Git\usr\lib\terminfo\73\screen.minitel1";"BA3C16F22DE40AD1AEBCA5203A101B7D8EAB5AFC44EE8C02C90414F706D7F38F";"0"
"C:\Program Files\Git\usr\share\terminfo\73\screen.minitel1";"BA3C16F22DE40AD1AEBCA5203A101B7D8EAB5AFC44EE8C02C90414F706D7F38F";"0"
"C:\Program Files\Git\usr\lib\terminfo\73\screen.minitel12-80";"4AE4F1C39F9D159347192EF24F021459E30CA7D45F22E47B9BF850842B69C566";"0"
"C:\Program Files\Git\usr\lib\terminfo\73\screen.minitel1b-80";"4AE4F1C39F9D159347192EF24F021459E30CA7D45F22E47B9BF850842B69C566";"0"
"C:\Program Files\Git\usr\lib\terminfo\73\screen.minitel2-80";"4AE4F1C39F9D159347192EF24F021459E30CA7D45F22E47B9BF850842B69C566";"0"
"C:\Program Files\Git\usr\share\terminfo\73\screen.minitel12-80";"4AE4F1C39F9D159347192EF24F021459E30CA7D45F22E47B9BF850842B69C566";"0"
"C:\Program Files\Git\usr\share\terminfo\73\screen.minitel1b-80";"4AE4F1C39F9D159347192EF24F021459E30CA7D45F22E47B9BF850842B69C566";"0"
"C:\Program Files\Git\usr\share\terminfo\73\screen.minitel2-80";"4AE4F1C39F9D159347192EF24F021459E30CA7D45F22E47B9BF850842B69C566";"0"
"C:\Program Files\Git\usr\lib\terminfo\73\screen.minitel1b";"FE2981BB3D4E98F441A0548F3CB2843FFCEF409F3CD8D05AB8FEF9EB1830190E";"0"
"C:\Program Files\Git\usr\share\terminfo\73\screen.minitel1b";"FE2981BB3D4E98F441A0548F3CB2843FFCEF409F3CD8D05AB8FEF9EB1830190E";"0"
"C:\Program Files\Git\usr\lib\terminfo\73\screen.minitel1b-nb";"9EFAB3EAD4EC3CE2A9CFB53B62DF89CB37055182765FDBAEC9FD734C76D026F5";"0"
"C:\Program Files\Git\usr\share\terminfo\73\screen.minitel1b-nb";"9EFAB3EAD4EC3CE2A9CFB53B62DF89CB37055182765FDBAEC9FD734C76D026F5";"0"
"C:\Program Files\Git\usr\lib\terminfo\73\screen.mlterm";"61274AFAEC9C8C14CA4C89EDB49AD7DA4EC67A3573CEDBF5DEDDD05B31EC05AE";"0"
"C:\Program Files\Git\usr\share\terminfo\73\screen.mlterm";"61274AFAEC9C8C14CA4C89EDB49AD7DA4EC67A3573CEDBF5DEDDD05B31EC05AE";"0"
"C:\Program Files\Git\usr\lib\terminfo\73\screen.mlterm-256color";"BDBDD1E52A468BDF7749FE18AA3BC64CC5DCDB64AF7B656B3DC79B12E8349895";"0"
"C:\Program Files\Git\usr\share\terminfo\73\screen.mlterm-256color";"BDBDD1E52A468BDF7749FE18AA3BC64CC5DCDB64AF7B656B3DC79B12E8349895";"0"
"C:\Program Files\Git\usr\lib\terminfo\73\screen.mrxvt";"E2645A0E8D88A61BCE9E4C0B292E7E93013941138A8389C50D4CEA947E232F46";"0"
"C:\Program Files\Git\usr\share\terminfo\73\screen.mrxvt";"E2645A0E8D88A61BCE9E4C0B292E7E93013941138A8389C50D4CEA947E232F46";"0"
"C:\Program Files\Git\usr\lib\terminfo\73\screen.putty";"894CE1D96545C0F3FE56AA6EBD5BBC829CAEF1ECDE5DA6EA9C64E3A3EBC505EE";"0"
"C:\Program Files\Git\usr\share\terminfo\73\screen.putty";"894CE1D96545C0F3FE56AA6EBD5BBC829CAEF1ECDE5DA6EA9C64E3A3EBC505EE";"0"
"C:\Program Files\Git\usr\lib\terminfo\73\screen.putty-256color";"4FB8BB31E34668B6C5EBC913E1109D403A488573317F0182566979BEAF993107";"0"
"C:\Program Files\Git\usr\share\terminfo\73\screen.putty-256color";"4FB8BB31E34668B6C5EBC913E1109D403A488573317F0182566979BEAF993107";"0"
"C:\Program Files\Git\usr\lib\terminfo\73\screen.putty-m1";"B6052971B83320904CB8603D729D2F35613C991184871790B9A9D04808113C41";"0"
"C:\Program Files\Git\usr\share\terminfo\73\screen.putty-m1";"B6052971B83320904CB8603D729D2F35613C991184871790B9A9D04808113C41";"0"
"C:\Program Files\Git\usr\lib\terminfo\73\screen.putty-m1b";"F4C7AB0E18195F1BE1A42D4B8AD730DAEB941783D77ADE794EA5B1CADE4676BA";"0"
"C:\Program Files\Git\usr\share\terminfo\73\screen.putty-m1b";"F4C7AB0E18195F1BE1A42D4B8AD730DAEB941783D77ADE794EA5B1CADE4676BA";"0"
"C:\Program Files\Git\usr\lib\terminfo\73\screen.rxvt";"168C34579C3324C2F7A02F8EA2577D1EF6B09A85CEA6FD522B002E408F7D1226";"0"
"C:\Program Files\Git\usr\share\terminfo\73\screen.rxvt";"168C34579C3324C2F7A02F8EA2577D1EF6B09A85CEA6FD522B002E408F7D1226";"0"
"C:\Program Files\Git\usr\lib\terminfo\73\screen.teraterm";"0FADC3FCDF38CE07697D3C7A1FF2AAF47B1FC35631B67B0B2F80CC76B1CEA21F";"0"
"C:\Program Files\Git\usr\share\terminfo\73\screen.teraterm";"0FADC3FCDF38CE07697D3C7A1FF2AAF47B1FC35631B67B0B2F80CC76B1CEA21F";"0"
"C:\Program Files\Git\usr\lib\terminfo\73\screen.vte";"A8304C19E96EF295020A0AAD7F50E3FCA43D1687EC4F1E238CBF2AC641B4A9B9";"0"
"C:\Program Files\Git\usr\share\terminfo\73\screen.vte";"A8304C19E96EF295020A0AAD7F50E3FCA43D1687EC4F1E238CBF2AC641B4A9B9";"0"
"C:\Program Files\Git\usr\lib\terminfo\73\screen.vte-256color";"EB2A1590196EB9238E5D89B6C4E0FEC0A4FE8CB4E45747A781FB7C84B35A8002";"0"
"C:\Program Files\Git\usr\share\terminfo\73\screen.vte-256color";"EB2A1590196EB9238E5D89B6C4E0FEC0A4FE8CB4E45747A781FB7C84B35A8002";"0"
"C:\Program Files\Git\usr\lib\terminfo\73\screen.xterm-256color";"2F0E878CAD4C1741DEDB37C29D58767B9B886F68D053AA502871A2410250B2F1";"0"
